frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.flags,tcp.analysis.bytes_in_flight,tcp.analysis.ack_rtt,tcp.options.mptcp.rawdataack,tcp.options.mptcp.rawdataseqno
1529184932.319152000,192.168.43.236,118.190.155.212,50561,8000,0,0,0,0x00000002,,,,
1529184932.741014000,118.190.155.212,192.168.43.236,8000,50561,0,1,0,0x00000012,,0.421862000,,
1529184932.741093000,192.168.43.236,118.190.155.212,50561,8000,1,1,0,0x00000010,,0.000079000,,
1529184932.836043000,118.190.155.212,192.168.43.236,8000,50561,1,1,0,0x00000010,,,1381003025,
1529184932.836452000,118.190.155.212,192.168.43.236,8000,50561,1,1,1228,0x00000010,1228,,1381003025,1644995119
1529184932.836510000,192.168.43.236,118.190.155.212,50561,8000,1,1229,0,0x00000010,,0.000058000,1644996347,
1529184932.836615000,118.190.155.212,192.168.43.236,8000,50561,1229,1,1228,0x00000010,1228,,1381003025,1644996347
1529184932.836655000,192.168.43.236,118.190.155.212,50561,8000,1,2457,0,0x00000010,,0.000040000,1644997575,
1529184932.837148000,118.190.155.212,192.168.43.236,8000,50561,2457,1,1228,0x00000010,1228,,1381003025,1644997575
1529184932.837207000,192.168.43.236,118.190.155.212,50561,8000,1,3685,0,0x00000010,,0.000059000,1644998803,
1529184932.837419000,118.190.155.212,192.168.43.236,8000,50561,3685,1,1228,0x00000010,1228,,1381003025,1644998803
1529184932.837443000,192.168.43.236,118.190.155.212,50561,8000,1,4913,0,0x00000010,,0.000024000,1645000031,
1529184932.837852000,118.190.155.212,192.168.43.236,8000,50561,4913,1,1228,0x00000010,1228,,1381003025,1645000031
1529184932.837908000,192.168.43.236,118.190.155.212,50561,8000,1,6141,0,0x00000010,,0.000056000,1645001259,
1529184932.838612000,118.190.155.212,192.168.43.236,8000,50561,6141,1,1228,0x00000010,1228,,1381003025,1645001259
1529184932.838691000,192.168.43.236,118.190.155.212,50561,8000,1,7369,0,0x00000010,,0.000079000,1645002487,
1529184932.838723000,118.190.155.212,192.168.43.236,8000,50561,7369,1,1228,0x00000018,1228,,1381003025,1645002487
1529184932.838761000,192.168.43.236,118.190.155.212,50561,8000,1,8597,0,0x00000010,,0.000038000,1645003715,
1529184932.839058000,118.190.155.212,192.168.43.236,8000,50561,8597,1,1228,0x00000010,1228,,1381003025,1645003715
1529184932.839113000,192.168.43.236,118.190.155.212,50561,8000,1,9825,0,0x00000010,,0.000055000,1645004943,
1529184932.841718000,118.190.155.212,192.168.43.236,8000,50561,9825,1,1228,0x00000010,1228,,1381003025,1645004943
1529184932.841759000,192.168.43.236,118.190.155.212,50561,8000,1,11053,0,0x00000010,,0.000041000,1645006171,
1529184932.842258000,118.190.155.212,192.168.43.236,8000,50561,11053,1,1228,0x00000010,1228,,1381003025,1645006171
1529184932.842303000,192.168.43.236,118.190.155.212,50561,8000,1,12281,0,0x00000010,,0.000045000,1645013539,
1529184932.891750000,118.190.155.212,192.168.43.236,8000,50561,12281,1,1228,0x00000010,1228,,1381003025,1645040555
1529184932.891815000,192.168.43.236,118.190.155.212,50561,8000,1,13509,0,0x00000010,,0.000065000,1645041783,
1529184932.916433000,118.190.155.212,192.168.43.236,8000,50561,13509,1,1228,0x00000010,1228,,1381003025,1645041783
1529184932.916498000,192.168.43.236,118.190.155.212,50561,8000,1,14737,0,0x00000010,,0.000065000,1645043011,
1529184932.916603000,118.190.155.212,192.168.43.236,8000,50561,14737,1,1228,0x00000018,1228,,1381003025,1645043011
1529184932.916648000,192.168.43.236,118.190.155.212,50561,8000,1,15965,0,0x00000010,,0.000045000,1645044239,
1529184932.917646000,118.190.155.212,192.168.43.236,8000,50561,15965,1,1228,0x00000010,1228,,1381003025,1645044239
