frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.flags,tcp.analysis.bytes_in_flight,tcp.analysis.ack_rtt,tcp.options.mptcp.rawdataack,tcp.options.mptcp.rawdataseqno
1529185201.189050000,192.168.43.236,118.190.155.212,47197,8000,0,0,0,0x00000002,,,,
1529185201.545341000,118.190.155.212,192.168.43.236,8000,47197,0,1,0,0x00000012,,0.356291000,,
1529185201.545409000,192.168.43.236,118.190.155.212,47197,8000,1,1,0,0x00000010,,0.000068000,,
1529185201.593001000,118.190.155.212,192.168.43.236,8000,47197,1,1,0,0x00000010,,,4200530897,
1529185201.593363000,118.190.155.212,192.168.43.236,8000,47197,1,1,1228,0x00000010,1228,,4200530897,3337053976
1529185201.593419000,192.168.43.236,118.190.155.212,47197,8000,1,1229,0,0x00000010,,0.000056000,3337055204,
1529185201.593579000,118.190.155.212,192.168.43.236,8000,47197,1229,1,1228,0x00000010,1228,,4200530897,3337055204
1529185201.593610000,192.168.43.236,118.190.155.212,47197,8000,1,2457,0,0x00000010,,0.000031000,3337056432,
1529185201.594593000,118.190.155.212,192.168.43.236,8000,47197,2457,1,1228,0x00000010,1228,,4200530897,3337056432
1529185201.594662000,192.168.43.236,118.190.155.212,47197,8000,1,3685,0,0x00000010,,0.000069000,3337057660,
1529185201.594703000,118.190.155.212,192.168.43.236,8000,47197,3685,1,1228,0x00000010,1228,,4200530897,3337057660
1529185201.594737000,192.168.43.236,118.190.155.212,47197,8000,1,4913,0,0x00000010,,0.000034000,3337058888,
1529185201.599267000,118.190.155.212,192.168.43.236,8000,47197,4913,1,1228,0x00000018,1228,,4200530897,3337058888
1529185201.599330000,192.168.43.236,118.190.155.212,47197,8000,1,6141,0,0x00000010,,0.000063000,3337060116,
1529185201.599720000,118.190.155.212,192.168.43.236,8000,47197,6141,1,1228,0x00000010,1228,,4200530897,3337060116
1529185201.599749000,192.168.43.236,118.190.155.212,47197,8000,1,7369,0,0x00000010,,0.000029000,3337061344,
1529185201.600605000,118.190.155.212,192.168.43.236,8000,47197,7369,1,1228,0x00000010,1228,,4200530897,3337061344
1529185201.600627000,118.190.155.212,192.168.43.236,8000,47197,8597,1,1228,0x00000010,2456,,4200530897,3337062572
1529185201.600681000,192.168.43.236,118.190.155.212,47197,8000,1,8597,0,0x00000010,,0.000076000,3337062572,
