frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.flags,tcp.analysis.bytes_in_flight,tcp.analysis.ack_rtt,tcp.options.mptcp.rawdataack,tcp.options.mptcp.rawdataseqno
1529186055.580036000,192.168.43.127,118.190.155.212,48390,8000,0,0,0,0x00000002,,,,
1529186055.710578000,118.190.155.212,192.168.43.127,8000,48390,0,1,0,0x00000012,,0.130542000,,
1529186055.710674000,192.168.43.127,118.190.155.212,48390,8000,1,1,0,0x00000010,,0.000096000,3183429412,
1529186055.710703000,192.168.43.127,118.190.155.212,48390,8000,1,1,0,0x00000010,,,3183429412,
1529186055.710814000,192.168.43.127,118.190.155.212,48390,8000,1,1,124,0x00000018,124,,3183429412,3765715095
1529186055.819465000,118.190.155.212,192.168.43.127,8000,48390,1,125,0,0x00000010,,0.108651000,3765715219,
1529186055.821070000,118.190.155.212,192.168.43.127,8000,48390,1,125,202,0x00000018,202,,3765715219,3183429412
1529186055.821113000,192.168.43.127,118.190.155.212,48390,8000,125,203,0,0x00000010,,0.000043000,3183429614,
1529186055.821073000,118.190.155.212,192.168.43.127,8000,48390,203,125,1228,0x00000010,1228,,3765715219,3183429614
1529186055.821135000,192.168.43.127,118.190.155.212,48390,8000,125,1431,0,0x00000010,,0.000062000,3183430842,
1529186055.821709000,118.190.155.212,192.168.43.127,8000,48390,1431,125,1228,0x00000010,1228,,3765715219,3183430842
1529186055.821747000,192.168.43.127,118.190.155.212,48390,8000,125,2659,0,0x00000010,,0.000038000,3183432070,
1529186055.821971000,118.190.155.212,192.168.43.127,8000,48390,2659,125,1228,0x00000010,1228,,3765715219,3183432070
1529186055.822001000,192.168.43.127,118.190.155.212,48390,8000,125,3887,0,0x00000010,,0.000030000,3183433298,
1529186055.822614000,118.190.155.212,192.168.43.127,8000,48390,3887,125,1228,0x00000010,1228,,3765715219,3183433298
1529186055.822653000,192.168.43.127,118.190.155.212,48390,8000,125,5115,0,0x00000010,,0.000039000,3183434526,
1529186055.823090000,118.190.155.212,192.168.43.127,8000,48390,5115,125,1228,0x00000010,1228,,3765715219,3183434526
1529186055.823120000,118.190.155.212,192.168.43.127,8000,48390,6343,125,1228,0x00000010,2456,,3765715219,3183435754
1529186055.823139000,192.168.43.127,118.190.155.212,48390,8000,125,6343,0,0x00000010,,0.000049000,3183435754,
1529186055.823173000,192.168.43.127,118.190.155.212,48390,8000,125,7571,0,0x00000010,,0.000053000,3183436982,
1529186055.823569000,118.190.155.212,192.168.43.127,8000,48390,7571,125,1228,0x00000010,1228,,3765715219,3183436982
1529186055.823611000,192.168.43.127,118.190.155.212,48390,8000,125,8799,0,0x00000010,,0.000042000,3183438210,
1529186055.823645000,118.190.155.212,192.168.43.127,8000,48390,8799,125,1228,0x00000010,1228,,3765715219,3183438210
1529186055.823663000,192.168.43.127,118.190.155.212,48390,8000,125,10027,0,0x00000010,,0.000018000,3183439438,
